id,word
492,An Nghiệp
493,an nhàn
494,an nhiên
495,an nhiên tự tại
496,An Nhơn
497,An Nhơn Tây
498,An Nhựt Tân
499,an ninh
500,An Ninh
501,An Ninh Đông
502,An Ninh Tây
503,An Nội
504,An Nông
505,an ổn
506,an-pha
507,an-pha-bê
508,an phận
509,an phận thủ kỉ
510,an phận thủ thường
511,An Phong
512,An Phú
513,An Phú Đông
514,An Phú Tân
515,An Phú Tây
516,An Phú Thuận
517,An Phú Trung
518,An Phụ
519,An Phúc
520,An Phước
521,An Quang
522,An Quảng Hữu
523,An Quy
524,An Quý
525,An Sinh
526,An Sơn
527,an táng
528,an tâm
529,An Tân
530,An Tây
531,an-te
532,an-ten
533,An Thạch
534,an thai
535,An Thái
536,An Thái Đông
537,An Thái Trung
538,An Thanh
539,An Thành
540,An Thạnh
541,An Thạnh Thuỷ
542,An Thạnh Trung
543,An Thắng
544,an thân
545,an thân thủ phận
546,an thần
547,An Thịnh
548,An Thọ
549,An Thới
550,An Thới Đông
551,An Thuận
552,An Thuỷ
553,An Thương
554,an thường thủ phận
555,An Thượng
556,an-ti-mon
557,an-ti-pi-rin
558,An Tiêm
559,An Tiến
560,an tĩnh
561,An Tịnh
562,an toạ
563,an tọa
564,an toàn
565,An Toàn
566,an toàn khu
567,an toàn lao động
568,an-tÒra-xít
569,an-tô
570,an-tơ-ra-xít
571,an-tra-xít
572,An Trạch
573,An Tràng
574,an trí
575,An Trung
576,An Trường
577,An Trường A
578,an tức hương
579,An Tường
580,an ủi
581,an uỷ
582,An Vĩ
583,an vị
584,an Viên
585,An Viễn
586,An Vinh
587,An Vĩnh Ngãi
588,An Vũ
589,An Xuân
590,An Xuyên
591,án
592,án bàn tổ
593,án binh bất động
594,án gian
595,án huyệt
596,án lệ
597,án lệnh
598,án lí
599,án mạch
600,án mạng
601,án ngồi
602,án ngữ
603,án ngự
604,án phê
605,án phí
606,án quyết
607,án sát
608,án thư
609,án tích
610,án treo
611,án tuyết
612,án từ
613,anbom
614,anbum
615,anbumin
616,ancaloit
617,anđehit
618,ang
619,ang áng
620,ảng
621,áng
622,áng can qua
623,áng chừng
624,áng độ
625,angorit
626,anh
627,anh ách
628,anh ánh
629,anh cả
630,anh chàng
631,anh chị
632,anh chị em
633,anh danh
634,anh dũng
635,Anh Dũng
636,anh đào
637,anh em
638,anh em cọc chèo
639,anh em thúc bá
640,anh giai
641,anh hai
642,anh hài
643,anh hào
644,anh họ
645,anh hoa
646,anh hùng
647,anh hùng bạt tuỵ
648,anh hùng ca
649,anh hùng cá nhân
650,anh hùng cái thế
651,anh hùng chủ nghĩa
652,anh hùng hào kiệt
653,anh hùng không đất dụng võ
654,anh hùng lao động
655,anh hùng lực lượng vũ trang
656,anh hùng mạt lộ
657,anh hùng một khoảnh
658,anh hùng nhất khoảnh
659,anh hùng rơm
660,anh hùng tạo thời thế
661,anh hùng tương ngộ
662,anh kiệt
663,anh kim
664,anh linh
665,anh lùn xem hội
666,anh minh
667,anh mù dạy anh lòa
668,anh ngữ
669,Anh ngữ
670,anh nhi
671,anh nhuệ
672,anh nuôi
673,anh quân
674,anh rể
675,anh ruột
676,Anh Sơn
677,anh tài
678,anh-te
679,anh-te-phôn
680,anh-te-ruýp-tơ
681,anh thư
682,anh trai
683,anh tú
684,anh tuấn
685,anh túc
686,anh túc xác
687,anh tử túc
688,anh văn
689,Anh văn
690,anh vũ
691,anh yến
692,ành ạch
693,ành ành
694,ảnh
695,ảnh ảo
696,ảnh âm
697,ảnh ẩn
698,ảnh dương
699,ảnh ẹ
700,ảnh hưởng
701,ảnh kế
702,ảnh phổ
703,ảnh thật
704,ánh
705,ánh hồng
706,ánh kim
707,ánh mắt
708,ánh ỏi
709,ánh sáng
710,ánh sáng lạnh
711,ánh sáng phân cực
712,ánh sáng trắng
713,ánh thép
714,ánh xạ
715,anmanac
716,anod
717,anofen
718,anot
719,anpha
720,anten
721,anthracit
722,antimon
723,antipirin
724,antraxit
725,ANZUS
726,ao
727,ao ảo
728,ao chuôm
729,"ao có bờ, sông có bến"
730,ao hồ
731,"ao không cá, đá không màu"
732,ao liền ruộng cả
733,ao sâu nước cả
734,ao sâu tốt cá
735,ao tù
736,ao tù nước đọng
737,ao ước
738,ao-xơ
739,ào
740,ào ào
741,ào ào chó
742,ào ào như ong vỡ tổ
743,ào ào như thác lũ
744,ào ạt
745,ảo
746,ảo ảnh
747,ảo cảnh
748,ảo đăng
749,ảo giác
750,ảo hóa
751,ảo hoá
752,ảo mộng
753,ảo não
754,ảo thị
755,ảo thuật
756,ảo tưởng
757,ảo tượng
758,ảo vọng
759,áo
760,áo ấm
761,áo ấm cơm no
762,áo ba-đờ-xuy
763,áo ba lỗ
764,áo bà ba
765,áo bả
766,áo bành-tô
767,áo bành tô
768,áo bao
769,áo bào
770,áo bào gặp ngày hội
771,áo bào tử
772,áo bay
773,áo bìa
774,áo blu-dông
775,áo blu-dơ
776,áo bò
777,áo bó
778,áo bốn túi
779,áo bông
780,áo bơ-lu-dông
781,áo bờ-lu
782,áo bờ-lu-dông
783,"áo buông chùng, quần đóng gót"
784,"áo buông chùng, quần lá tọa"
785,áo cà sa
786,áo cánh
787,áo cánh tiên
788,áo cặp
789,áo cẩm bào
790,áo cầu
791,áo chàm
792,áo chẽn
793,áo chét
794,áo chẹt
795,áo choàng
796,áo cổ lọ
797,áo cộc
798,áo cộc quần manh
799,áo cối
800,áo cơm
801,áo cụt
802,"áo cứ chàng, làng cứ xã"
803,áo cưới
804,áo dài
805,áo dài chớ ngại quần thưa
806,áo dài đai rộng
807,áo dài khăn đóng
808,áo dài khăn lượt
809,áo dài khăn xếp
810,áo dày cơm nặng
811,áo dấu
812,áo đại cán
813,áo đỏ quần điều
814,áo đổi vai
815,áo đơn
816,áo đơn đợi hè
817,áo đơn lồng áo kép
818,áo gai
819,áo gai giày cỏ
820,áo gấm
821,áo gấm đai vàng
822,áo gấm đi đêm
823,áo gấm mặc ngày
824,áo gấm về làng
825,áo gấm về quê
826,áo gi-lê
827,áo gia-két
828,áo giáp
829,áo giáp rơm
830,áo gió
831,áo gối
832,áo hạt
833,áo hoàng bào
834,áo kén
835,áo kép
836,áo khách
837,áo khỉ
838,áo khoác
839,áo ki-mô-nô
840,áo lá
841,áo lạnh
842,áo lặn
843,áo len
844,áo lễ
845,áo lót
846,áo lót mình
847,áo lọt lòng
848,áo lông
849,áo lụa quần hồng
850,áo lương
851,áo lượt quần là
852,áo mảnh quần manh
853,áo mão
854,áo may-ô
855,áo may ô
856,áo mặc qua đầu
857,áo măng-tô
858,áo mồi
859,áo mớ
860,áo mưa
861,áo não
862,áo năm thân
863,áo nậu
864,áo nẹp
865,áo ngắn giũ chẳng nên dài
866,áo ngự
867,áo nhộng
868,áo nịt
869,áo nước
870,áo ôm khố rách
871,áo phao
872,áo phông
873,áo quan
874,áo quần
875,áo rách khố ôm
876,áo rách quần manh
877,áo rách vẫn giữ lấy tràng
878,áo rét
879,áo rộng
880,áo song khai
881,áo sô
882,áo sổ gấu
883,áo sơ mi
884,áo sơ-mi
885,áo tang
886,áo tắm
887,áo tế
888,áo thầy tu
889,áo thô giày cỏ
890,áo thun
891,áo thun lá
892,áo thùng
893,áo thụng
894,áo ti-cô
895,áo tơi
896,áo tơì
897,áo trào
898,áo trấn thủ
899,áo tứ thân
900,áo vàng
901,áo vét
902,áo vét-tông
903,áo vệ sinh
904,áo xanh
905,áo xanh ***
906,áo xiêm
907,áo xmô-kinh
908,áo xổ gấu
909,áo xống
910,áo xpen-xe
911,ạo ực
912,áp
913,áp bách
914,áp bức
915,áp chảo
916,áp chế
917,áp chót
918,áp dẫn
919,áp dụng
920,áp đảo
921,áp đặt
922,áp điện
923,áp điệu
924,áp-ga-ni
925,áp giá
926,áp giải
927,áp huyết
928,áp kế
929,áp kí
930,áp lực
931,áp-phe
932,áp phe
933,áp-phích
934,áp phích
935,áp phục
936,áp sát
937,áp suất
938,áp suất khí quyển
939,áp suất không khí
940,áp suất nhiệt đới
941,áp suất thuỷ lực
942,áp suất thuỷ tĩnh
943,áp suất tiêu chuẩn
944,áp suất tới hạn
945,áp tải
946,áp thấp
947,áp thấp nhiệt đới
948,áp tới
949,áp út
950,áp-xe
951,apacthai
952,apatit
953,apphe
954,apphich
955,apxe
956,Ar
957,arbit hối đoái
958,armonica
959,arsenic
960,artel nông nghiệp
961,As
962,ASEAN
963,asen
964,asphalt
965,aspirin
966,át
967,át chủ bài
968,át-lát
969,át lát
970,át-mốt-phe
971,át-phan
972,át pi-rin
973,át-pi-rin
974,át-xít
975,ATK
976,atlas
977,atmosphe
978,atropin
979,au
980,Au
981,au au
982,au-xơ
983,automat
984,axetilen
985,axeton
986,axit
987,axit amin
988,axit axetic
989,axit cacbonic
990,axit clohiđric
991,axit nitric
992,axit sunfuric
993,ay áy
994,áy
995,áy náy
996,Ayun
997,Ayun Pa
998,azot
999,"ă,Ă"
1000,ă
1001,ắc
1002,ắc-coóc
1003,ắc-coóc đê-ông
1004,ắc-coóc-đê-ông
1005,ắc-ê
1006,ắc ô
1007,ắc-qui
1008,ắc-quy
1009,ắc ứ
1010,ắc-xi-đăng
1011,ặc
1012,ặc ặc
1013,ăccoóc
1014,ăccoócđêông
1015,ăcquy
1016,ăm ắp
1017,ăm-bờ-ra-da
1018,ăm-pe
1019,ăm-pun
1020,ẵm
1021,ẵm bế
1022,ẵm nách
1023,ẵm ngửa
1024,ăn
1025,ăn ảnh
1026,ăn bám
1027,ăn báo
1028,ăn báo cô
1029,ăn bắc mặc kinh
1030,ăn bằng nói chắc
1031,ăn bẫm
1032,ăn bẩn
1033,ăn bận
1034,ăn bây
1035,ăn bậy
1036,ăn bậy nói càn
1037,ăn bẻo
1038,ăn bẻo ăn xén
1039,ăn bĩnh
1040,ăn bòn
1041,ăn bòn ăn mót
1042,ăn bóng nói gió
1043,ăn boóng
1044,ăn bốc
1045,ăn bốc đái đứng
1046,ăn bơ làm biếng
1047,ăn bờ ở bụi
1048,ăn bớt
1049,ăn bớt ăn xén
1050,ăn bớt ăn xớ
1051,ăn bùn
1052,ăn bửa
1053,"ăn bữa hôm, lo bữa mai"
1054,ăn bữa hôm lo bữa mai
1055,"ăn bữa nay, lo bữa mai"
1056,"ăn bữa sáng, lần bữa tối"
1057,ăn bữa sáng lần bữa tối
1058,"ăn bữa trưa, lo bữa tối"
1059,ăn cá
1060,ăn cá bỏ lờ
1061,ăn cám
1062,ăn cám sú
1063,ăn cám trả vàng
1064,ăn càn nói bậy
1065,ăn càn ở rỡ
1066,ăn canh cả cặn
1067,ăn cánh
1068,ăn cạnh nằm kề
1069,ăn cay nuốt đắng
1070,ăn cáy bưng tai
1071,ăn cắp
1072,ăn cắp ăn nảy
1073,ăn cắp giật
1074,ăn cắp như ranh
1075,ăn cần ở kiệm
1076,ăn cận nằm kề
1077,ăn cận ngồi kề
1078,ăn câu
1079,ăn cây nào rào cây ấy
1080,ăn cháo đá bát
1081,ăn cháo đái bát
1082,ăn cháo để gạo cho vay
1083,ăn cháo lá đa
1084,ăn cháo thí
1085,ăn chay
1086,ăn chay nằm đất
1087,ăn chay nằm mộng
1088,ăn chay niệm Phật
1089,ăn chắc
1090,ăn chắc mặc bền
1091,ăn chặn
1092,ăn chặn cả cơm chim
1093,ăn chằng
1094,ăn chẳng bén mùi
1095,ăn chẳng bõ dính răng
1096,ăn chẳng bõ nhả
1097,"ăn chẳng nên đọi, nói chẳng nên lời"
1098,"ăn chẳng no, khó đến mình"
1099,ăn chắt để dành
1100,ăn ché
1101,ăn chẹn
1102,ăn chẹt
1103,ăn chia
1104,ăn chỉa
1105,ăn chịu
1106,"ăn cho đều, kêu cho sòng"
1107,"ăn cho đều, tiêu cho sòng"
1108,ăn cho sướng miệng
1109,ăn chó cả lông
1110,ăn chõm
1111,"ăn chọn nơi, chơi chọn bạn"
1112,ăn chờ nằm chực
1113,ăn chơi
1114,ăn chung
1115,ăn chung đổ lộn
1116,ăn chung mủng riêng
1117,ăn chung ở chạ
1118,ăn chung ở đụng
1119,ăn chung ở lộn
1120,ăn chùng
1121,ăn chùng nói vụng
1122,"ăn chưa nên đọi, nói chưa nên lời"
1123,"ăn chưa no, lo chưa chín"
1124,"ăn chưa no, lo chưa đến"
1125,"ăn chưa no, lo chưa tới"
1126,"ăn chưa no lo, chưa thấu"
1127,"ăn chưa sạch, bạch chưa thông"
1128,ăn chực
1129,ăn chực đòi bánh chưng
1130,ăn chực nằm chờ
1131,ăn cỏ
1132,ăn có
1133,"ăn có chỗ, đỗ có nơi"
1134,"ăn có chừng, chơi có độ"
1135,"ăn có mời, làm có khiến"
1136,"ăn có nhai, nói có nghĩ"
1137,"ăn có nơi, chơi có chốn"
1138,"ăn có sở, ở có nơi"
1139,ăn cọ
1140,"ăn coi nồi, ngồi coi hướng"
1141,"ăn cổ đi trước, lội nước đi sau"
1142,ăn cỗ
1143,ăn cỗ có phần
1144,"ăn cỗ đi trước, lội nước theo sau"
1145,ăn cỗ nắm phần
1146,"ăn cơm chúa, múa tối ngày"
1147,ăn cơm hớt
1148,ăn cơm không biết trở đầu đũa
1149,"ăn cơm mới, nói chuyện cũ"
1150,"ăn cơm nguội, nằm nhà ngoài"
1151,"ăn cơm nhà, thổi tù và hàng tổng"
1152,"ăn cơm nhà, vác ngà voi"
1153,"ăn cơm nhà, vác tù và hàng tỗng"
1154,ăn cơm thiên hạ
1155,ăn cơm thừa canh cặn
1156,"ăn cơm với cáy thì ngáy o o, ăn cơm với thịt bò thì lo ngay ngáy"
1157,"ăn của ngon, mặc của tốt"
1158,"ăn cùng mâm, nằm cùng chiếu"
1159,"ăn cùng nồi, ngồi cùng chiếu"
1160,ăn cụng
1161,ăn cuộc
1162,ăn cướì
1163,ăn cưới
1164,ăn cưới chẳng tày lại mặt
1165,ăn cướp
1166,ăn cướp cơm chim
1167,ăn cứt không biết thối
1168,ăn da
1169,ăn dầm
1170,ăn dầm nằm dề
1171,ăn dè
1172,ăn diện
1173,ăn dõi
1174,ăn dỗ
1175,ăn dỗ ăn dành
1176,ăn dỗ mồi
1177,ăn dối
1178,ăn dối làm thật
1179,ăn dở
1180,ăn dưa chừa rau
1181,ăn dưng ngồi rồi
1182,ăn dưng ở nể
1183,"ăn đàn anh, làm đàn em"
1184,ăn đất
1185,ăn đất nằm sương
1186,"ăn đậu, nằm nhờ"
1187,ăn đầu ăn đuôi
1188,ăn đấu làm khoán
1189,ăn đấu trả bồ
1190,ăn đậu nằm nhờ
1191,ăn đậu ở nhờ
1192,ăn đây nói đó
1193,ăn đèn
1194,ăn đẽo
1195,ăn đều tiêu sòng
1196,"ăn đi trước, lội nước theo sau"
1197,ăn điểm tâm
1198,ăn đói mặc rách
1199,ăn đói mặc rét
1200,ăn đói nhịn khát
1201,ăn đong
1202,ăn độn
1203,ăn đời ở kiếp
1204,ăn đợi nằm chờ
1205,ăn đơm nói đặt
1206,ăn đụng
1207,ăn đút
1208,ăn đút ăn lót
1209,ăn đút lót
1210,ăn được nói nên
1211,ăn đường
1212,ăn đường ăn chợ
1213,ăn đường nằm chợ
1214,ăn đường ngủ chợ
1215,ăn đứt
1216,ăn gan uống máu
1217,ăn gạo luộc
1218,ăn gẫu
1219,ăn ghé
1220,ăn ghẹ
1221,ăn ghém
1222,ăn già
1223,ăn già ăn non
1224,ăn giả bữa
1225,ăn giả làm thật
1226,ăn giá
1227,ăn giải
1228,ăn gian
1229,ăn gian nói dối
1230,ăn giập miếng trầu
1231,ăn giấy bỏ bìa
1232,ăn gio bọ trấu
1233,ăn gió nằm mưa
1234,ăn gió nằm sương
1235,ăn giỗ
1236,ăn giỗ ăn chạp
1237,ăn giơ
1238,ăn gọ
1239,ăn gỏi
1240,ăn gỗ
1241,ăn gởi nằm nhờ
1242,ăn gửi nằm chờ
1243,ăn gửi nằm nhờ
1244,ăn hại
1245,ăn hại đái nát
1246,ăn hàng
1247,ăn hiền ở lành
1248,ăn hiếp
1249,ăn hiếp ăn đáp
1250,ăn hiệu
1251,ăn hoang mặc hại
1252,ăn hoang phá hoại
1253,ăn học
1254,ăn hỏi
1255,ăn hối lộ
1256,ăn hơn nói kém
1257,ăn hớt
1258,ăn hương ăn hoa
1259,ăn hương hoả
1260,ăn ít ngon nhiều
1261,ăn ké
1262,ăn ké ở đậu
1263,ăn kẹ
1264,ăn kết
1265,ăn khách
1266,ăn khan
1267,ăn khảnh
1268,ăn khao
1269,ăn khem
1270,ăn khín
1271,ăn không
1272,ăn không ăn hỏng
1273,"ăn không nên đọi, nói không nên lời"
1274,ăn không ngồi rồi
1275,ăn không nói có
1276,ăn khớp
1277,ăn kĩ làm dối
1278,ăn kiêng
1279,ăn kiêng ăn khem
1280,ăn kiêng nằm cữ
1281,ăn lá
1282,ăn lãi
1283,ăn lại bữa
1284,ăn làm
1285,ăn lan
1286,ăn lấn
1287,ăn lận
1288,ăn lấy ăn để
1289,ăn lấy được
1290,ăn lén
1291,ăn lễ
1292,ăn lên
1293,ăn liền
1294,ăn liều tiêu càn
1295,ăn lót
1296,ăn lót dạ
1297,ăn lót lòng
1298,ăn lộc
1299,ăn lông ở lỗ
1300,ăn lời
1301,ăn lửa
1302,ăn lương
1303,ăn lường
1304,ăn mảnh
1305,ăn mánh
1306,ăn mày
1307,ăn mày ăn nhặt
1308,ăn mày đòi xôi gấc
1309,ăn mày hoàn bị gậy
1310,ăn mày quen ngõ
1311,ăn mặc
1312,ăn mặc dở chợ dở quê
1313,ăn mẵm mút giòi
1314,ăn mắm ngắm về sau
1315,ăn mặn
1316,ăn mặn khát nước
1317,ăn mật trả gừng
1318,ăn miếng trả miếng
1319,ăn mòn
1320,ăn mòn kim loại
1321,ăn mót
1322,ăn mót ăn nhặt
1323,ăn mộng
1324,ăn một bát cháo chạy ba quãng đồng
1325,ăn một mâm nằm một chiếu
1326,ăn một miếng tiếng để đời
1327,ăn mực
1328,ăn mừng
1329,ăn nằm
1330,ăn năn
1331,ăn nể
1332,ăn nên làm ra
1333,ăn ngay nói thẳng
1334,ăn ngập mặt ngập mũi
1335,ăn ngấu ăn nghiến
1336,ăn ngon mặc đẹp
1337,ăn ngon ngủ kĩ
1338,ăn ngọn
1339,ăn ngồi
1340,ăn nguội
1341,ăn ngữ
1342,ăn người
1343,ăn nhạt
1344,ăn nhau
1345,ăn nhằm
1346,ăn nhặt
1347,ăn nhập
1348,ăn nhậu
1349,ăn nhịn để dành
1350,ăn nhịp
1351,ăn nhờ
1352,ăn nhờ ở cậy
1353,ăn nhờ ở đậu
1354,ăn như ăn cướp
1355,ăn như bò ngốn cỏ
1356,"ăn như cũ, ngủ như xưa"
1357,ăn như gấu ăn trăng
1358,ăn như hà bá đánh vực
1359,ăn như hộ pháp cắn trắt
1360,ăn như hùm đổ đó
1361,ăn như mèo
1362,ăn như mỏ khoét
1363,ăn như Nam-hạ vác đất
1364,ăn như rồng cuốn
1365,ăn như tằm ăn rỗi
1366,ăn như thần trùng
1367,"ăn như tráng, làm như lão"
1368,ăn no
1369,ăn no dửng mỡ
1370,ăn no giậm chuồng
1371,ăn no mặc ấm
1372,ăn no ngủ kĩ
1373,ăn no tắm mát
1374,ăn no vác nặng
1375,ăn nói
1376,ăn nói một gióng
1377,ăn non
1378,ăn nóng
1379,ăn nổi
1380,ăn ốc nói mò
1381,ăn ở
1382,ăn ở như bát nước đầy
1383,ăn phải bả
1384,ăn phải đũa
1385,ăn phải đũa ai
1386,ăn phân
1387,ăn phấn
1388,ăn quà
1389,ăn quà như mỏ khoét
1390,ăn quả nhớ kẻ trồng cây
1391,ăn quanh
1392,ăn quân
1393,ăn quẩn
1394,ăn quẩn cối xay
